jumlah_disukai,tweet,url,pengguna
0,"['indonesiajadi', 'kota', 'nusantara', 'pusat', 'bangun', 'infrastruktur', 'modern', 'indonesia', 'pindahibukota']",https://x.com/ilhamskop/status/1787332780827046005,ilhamskop
0,"['indonesiajadi', 'dukung', 'pindah', 'kota', 'nusantara', 'kurang', 'beban', 'jakarta', 'padat', 'duduk', 'macet', 'ibukotanegara']",https://x.com/Vanessa55235498/status/1787332756726505621,Vanessa55235498
0,"['indonesiajadi', 'presiden', 'jokowi', 'pindah', 'kota', 'nusantara', 'cepat', 'bangun', 'infrastruktur', 'modern', 'indonesia', 'pindahibukota']",https://x.com/saojiji1986/status/1787332744839827822,saojiji1986
0,"['indonesiajadi', 'kota', 'nusantara', 'bangga', 'warga', 'indonesia', 'iknn']",https://x.com/DwiLizabeth/status/1787327360771211356,DwiLizabeth
0,"['indonesiajadi', 'pindah', 'kota', 'nusantara', 'salah', 'program', 'prioritas', 'perintah', 'jokowi', 'kuat', 'perata', 'bangun', 'indonesia', 'ibukotan']",https://x.com/KennyDeano/status/1787327356899864966,KennyDeano
5,"['kemenparekraf', 'pilih', 'peluang', 'investasi', '5', 'destinasi', 'pariwisata', 'super', 'prioritas', 'kawasan', 'ekonomi', 'khusus', 'kek', 'kota', 'nusantara', 'dukung', 'kembang', 'ekonomi', 'regulasi', 'program', 'tawar', 'httpstcoahciqlvhny']",https://x.com/sandiuno/status/1787321863783506353,sandiuno
0,"['indonesiajadi', 'dukung', 'pindah', 'kota', 'nusantara', 'wujud', 'adil', 'sosial', 'masyarakat', 'indonesia', 'ibukotanegara']",https://x.com/MaghribMenanti/status/1787320855686721947,MaghribMenanti
0,"['indonesiajadi', 'pindah', 'kota', 'nusantara', 'dukung', 'penuh', 'presiden', 'jokowi', 'langkah', 'konkret', 'hadap', 'ubah', 'iklim', 'lingkung', 'i']",https://x.com/NLazfus/status/1787312109841498304,NLazfus
0,"['indonesiajadi', 'pindah', 'kota', 'nusantara', 'tingkat', 'sempat', 'kerja', 'daerah', 'ibukotanegara']",https://x.com/emansyrf/status/1787312101255725465,emansyrf
0,"['indonesiajadi', 'pindah', 'kota', 'nusantara', 'buka', 'akses', 'kawasan', 'indonesia', 'timu']",https://x.com/angtrhmiy/status/1787311974596112660,angtrhmiy
0,"['indonesiajadi', 'pindah', 'kota', 'nusantara', 'salah', 'program', 'prioritas', 'perintah', 'jokowi', 'kuat', 'perata', 'pembangu']",https://x.com/IngriedKamilaa/status/1787311973971218628,IngriedKamilaa
0,"['indonesiajadi', 'kota', 'nusantara', 'pusat', 'didik', 'budaya', 'indonesia', 'maju', 'ibukotanegara']",https://x.com/ajojo000/status/1787311482713370836,ajojo000
2,"['proyek', 'ikn', 'sbg', 'karya', 'emas', 'anak', 'bangsa', 'sukses', 'ikn', 'putra', 'putri', 'indonesia', 'bangun', 'kota', 'nusantara', '5', 'mei', '2024', 'youtube', 'httpstco7dwnutrf1d']",https://x.com/AgusAndiGadjong/status/1787310962669965358,AgusAndiGadjong
0,"['indonesiajadi', 'pindah', 'kota', 'nusantara', 'kuat', 'padu', 'koordinasi', 'perintah', 'pusat', 'deng']",https://x.com/Titin_Good_Girl/status/1787307807643193520,Titin_Good_Girl
0,"['indonesiajadi', 'pindah', 'kota', 'nusantara', 'dukung', 'penuh', 'presiden', 'jokowi', 'upaya', 'tingkat', 'kua']",https://x.com/Gyabnera/status/1787307781827207307,Gyabnera
0,"['indonesiajadi', 'pindah', 'kota', 'nusantara', 'peluang', 'pe']",https://x.com/Gianminrea/status/1787307775137300575,Gianminrea
0,"['indonesiajadi', 'pindah', 'kota', 'nusantara', 'solusi', 'atas', 'macet', 'padat', 'jakarta', 'i']",https://x.com/Liraerina/status/1787307069495984143,Liraerina
0,"['indonesiajadi', 'masyarakat', 'dayak', 'sambut', 'kota', 'nusantara', 'sukacita']",https://x.com/Gianminrea/status/1787307018958823663,Gianminrea
2,"['httpstcoqjkwy1aqan', 'ppu', 'personil', 'satu', 'tugas', 'operasi', 'nusantara', 'mahakam', 'polda', 'kaltim', 'laksana', 'patroli', 'kamtibmas', 'intensif', 'aman', 'titik', 'kawasan', 'kota', 'negara', 'ikn', 'httpstcomb2rm4ruwx']",https://x.com/Poldakaltim/status/1787303822261707219,Poldakaltim
0,"['indonesiajadi', 'kota', 'nusantara', 'pusat', 'didik', 'budaya', 'indonesia', 'maju', 'pindahibukota']",https://x.com/QkiraKuraKura/status/1787300438020411617,QkiraKuraKura
0,"['fakta', 'kota', 'kuala', 'kencana', 'udah', 'benchmark', 'bangun', 'kota', 'nusantara', 'ikn', 'kalimantan', 'timur', 'lomba', 'lari', 'maraton', 'jalan', 'cepat', 'pon', 'xx', 'papua']",https://x.com/donyrmdn14/status/1787297884003815900,donyrmdn14
4,"['dampak', 'positif', 'bangun', 'ikn', 'kalimantan', 'timur', 'tumbuh', 'ekonomi', 'iknnusantara', 'ibukotanusantara', 'iknkalimantantimur', 'pertumbuhanekonomi', 'trending', 'httpstcoaoo8sxqplp']",https://x.com/YMaghrobiy/status/1787282948066251057,YMaghrobiy
1,"['kota', 'nusantara', 'ikn', 'kalimat', 'timur', 'lengkap', 'transportasi', 'cerdas', 'uji', 'coba', 'otorita', 'kota', 'nusantara', 'oikn', 'rencana', 'uji', 'coba', 'transportasi', 'cerdas', 'juli', '2024', 'salah', 'transportasi', 'cerdas', 'httpstcoszsabvywqk']",https://x.com/pikiran_rakyat/status/1787279148463083551,pikiran_rakyat
20,"['otorita', 'kota', 'nusantara', 'oikn', 'uji', 'coba', 'autonomous', 'rail', 'transit', 'art', 'alias', 'kereta', 'rel', 'advanced', 'air', 'mobility', 'taksi', 'terbang', 'laksana', 'juli', '2024', 'mahalini', 'chelsea', 'ten', 'hag', 'jerome', 'ricis', 'eunwoo', 'ribka', 'lazuardi', 'httpstcozi7xrpfaha']",https://x.com/Saodah1234/status/1787266760128995819,Saodah1234
0,"['ikn', 'kota', 'nusantara', 'siapsiap', 'biaya', 'hidup', 'mahal', 'httpstcojbd6vzk7ed']",https://x.com/idnws_com/status/1787172465376104773,idnws_com
1,"['perintah', 'buka', 'puluh', 'ribu', 'formasi', 'calon', 'pegawai', 'negeri', 'sipil', 'cpns', 'pegawai', 'perintah', 'janji', 'kerja', 'pppk', '2024', 'tempat', 'ibukota', 'nusantara', 'ikn', 'cpns2024', 'pppk', 'ikn', 'ibukotanusantara', 'httpstco0ty2xwyksr']",https://x.com/tvrinewscom/status/1787158947910283711,tvrinewscom
0,"['otorita', 'kota', 'nusantara', 'oikn', 'uji', 'coba', 'kendara', 'otonom', 'kereta', 'otonom', 'rel', 'autonomous', 'rail', 'transit', 'taksi', 'terbang', 'advanced', 'air', 'mobility', 'juli', '2024', 'httpstcowodbzo7vuh']",https://x.com/tvrinewscom/status/1787158538013552926,tvrinewscom
0,"['ikn', 'putra', 'putri', 'indonesia', 'bangun', 'kota', 'nusantara', '5', 'mei', '2024', 'httpstcozmdegynlxb']",https://x.com/idn_media/status/1787136824047210845,idn_media
0,"['abangbelneg', 'pindah', 'kota', 'nusantara', 'dorong', 'tumbuh', 'ekonomi', 'nasional', 'bawa', 'manfaat', 'warga', 'negara', 'indonesia']",https://x.com/talita_onlina54/status/1787127217497251972,talita_onlina54
0,"['abangbelneg', 'kota', 'nusantara', 'bangun', 'indonesia']",https://x.com/fardiha_zulfa77/status/1787115388553281572,fardiha_zulfa77
0,"['abangbelneg', 'masyarakat', 'dayak', 'sambut', 'kota', 'nusantara', 'sukacita']",https://x.com/adrian_maul071/status/1787053796318966261,adrian_maul071
1,"['otorita', 'kota', 'nusantara', 'oikn', 'uji', 'coba', 'transportasi', 'cerdas', 'juli', '2024', 'kendara', 'otonom', 'autonomous', 'rail', 'transit', 'kereta', 'rel', 'advanced', 'air', 'mobility', 'lengkap', 'httpstcoirglxdfed2', 'vivacoid', 'ibukotanusantara', 'httpstcochxanfeo6k']",https://x.com/VIVAcoid/status/1787044582754041962,VIVAcoid
0,"['abangbelneg', 'presiden', 'jokowi', 'pindah', 'kota', 'nusantara', 'cepat', 'bangun', 'infrastruktur', 'modern', 'indonesia']",https://x.com/dandi_refyandi8/status/1787042045523284472,dandi_refyandi8
0,"['otorita', 'kota', 'nusantara', 'ikn', 'uji', 'coba', 'transportasi', 'cerdas', 'juli', '2024', 'httpstcoabhamtxmkx']",https://x.com/kompascom/status/1787032625401733622,kompascom
0,"['otorita', 'kota', 'nusantara', 'ikn', 'uji', 'coba', 'transportasi', 'cerdas', 'juli', '2024', 'httpstcowb5u23fgfm']",https://x.com/kompascom/status/1787031370872799561,kompascom
0,"['abangbelneg', 'pindah', 'kota', 'nusantara', 'buka', 'peluang', 'kembang', 'ekonomi', 'indonesia', 'ibukotanegara']",https://x.com/TTitanimana/status/1786993258654253237,TTitanimana
1,"['httpstcoqjkwy1aqan', 'ppu', 'satgas', 'ops', 'nusantara', 'polda', 'kaltim', 'laksana', 'patroli', 'sambang', 'kamtibmas', 'aman', 'titik', 'kawasan', 'kota', 'negara', 'ikn', 'minggu', '050524', 'httpstco3voulrzgzh']",https://x.com/Poldakaltim/status/1786992521920626812,Poldakaltim
0,"['abangbelneg', 'kota', 'nusantara', 'simbol', 'bangkit', 'indonesia', 'negara', 'maju', 'modern', 'iknnusantara']",https://x.com/TTitanimana/status/1786984196885630994,TTitanimana
0,"['abangbelneg', 'moga', 'sehat', 'umur', 'saksi', 'kota', 'nusantara']",https://x.com/rosana_hiyum/status/1786982995762839750,rosana_hiyum
0,"['proyek', 'ikn', 'nusantara', 'kaltim', 'dana', 'hibah', 'amerika', '2', '49', 'juta', 'dolar', 'as', 'ikn', 'iknnusantara', 'ibukotanegara', 'ibukotanusantara', 'kaltim', 'kalimantantimur', 'httpstcosye9kdfnhv', 'tribunkaltim']",https://x.com/tribunkaltim/status/1786977507767656816,tribunkaltim
1,"['gerak', 'cepat', 'otorita', 'ikn', 'menindaklanjuti', 'hasil', 'temu', 'jokowi', 'ceo', 'microsoft', 'investasi', 'teknologi', 'kota', 'nusantara', 'tag', 'ricis', 'stop', 'sok', 'ganteng', 'mokondo', '5', 'mei', 'komang', 'rian', 'ester', 'httpstcoc6bwtposog']",https://x.com/JokowiTeguh/status/1786977295481409663,JokowiTeguh
0,"['apbd', 'dki', 'turun', 'tatap', 'besar', 'seleweng', 'dana', 'makmur', 'warga', 'efek', 'kota', 'pindah', 'ikn', 'nusantara', 'kalimantan', 'timur', 'sekda', 'dki', 'aku', 'apbd', 'jakarta', 'turun', 'httpstcouj3rbhm5oo', 'tribunnews']",https://x.com/yangmi3prnew/status/1786938498160988509,yangmi3prnew
88,"['uji', 'coba', 'transportasi', 'cerdas', 'kota', 'nusantara', 'ikn', 'juli', '2024', 'kereta', 'rel', 'taksi', 'terbang', 'httpstcoyfvowfjobd']",https://x.com/detikcom/status/1786933833541267717,detikcom
0,"['uji', 'coba', 'transportasi', 'cerdas', 'kota', 'nusantara', 'ikn', 'juli', '2024', 'httpstcorjawtwfga8']",https://x.com/arminsunardi/status/1786907653673038098,arminsunardi
0,"['uji', 'coba', 'transportasi', 'cerdas', 'kota', 'nusantara', 'ikn', 'juli', '2024', 'httpstcoy9wcujozno']",https://x.com/detikfinance/status/1786900474194473474,detikfinance
0,"['semnas', 'geomatika', 'ke7', 'sngvii', '2024', 'angkat', 'tema', 'informasi', 'geospasial', 'kota', 'nusantara']",https://x.com/InfoGeospasial/status/1786847353535971587,InfoGeospasial
0,"['konflik', 'lahan', 'ikn', 'nusantara', 'kaltim', 'masyarakat', 'sulit', 'urus', 'surat', 'tanah', 'tonton', 'megah', 'ikn', 'iknnusantara', 'ibukotanegara', 'ibukotanusantara', 'kaltim', 'kalimantantimur', 'konfliklahan', 'lahanikn', 'httpstcop7hb6ckltc', 'tribunkaltim']",https://x.com/tribunkaltim/status/1786737288610746548,tribunkaltim
0,"['kota', 'nusantara', 'uji', 'coba', 'kereta', 'otonom', 'rel', 'taksi', 'terbang', 'juli', '2024', 'httpstcoaiwhs7l3rk']",https://x.com/merdekadotcom/status/1786710647868367057,merdekadotcom
0,"['dampak', '2086', 'hektar', 'lahan', 'ikn', 'nusantara', 'kaltim', 'masalah', 'menteri', 'pupr', 'aku', 'kendala', 'ikn', 'iknnusantara', 'ibukotanegara', 'ibukotanusantara', 'kaltim', 'kalimantantimur', 'lahanikn', 'httpstcom2nnlsokrk', 'tribunkaltim']",https://x.com/tribunkaltim/status/1786707089504518438,tribunkaltim
2,"['utiahmak', 'kota', 'nusantara', 'ikn', 'kalimantan']",https://x.com/Karinbahary2/status/1786643173231477067,Karinbahary2
0,"['otorita', 'kota', 'nusantara', 'oikn', 'canang', 'uji', 'coba', 'kendara', 'otonom', 'kereta', 'otonom', 'rel', 'autonomous', 'rail', 'transit', 'taksi', 'terbang', 'advanced', 'air', 'mobility', 'juli', '2024', 'httpstcooft3rymyhb']",https://x.com/nusabalicom/status/1786635349172863283,nusabalicom
0,"['dampak', '2086', 'hektar', 'lahan', 'ikn', 'nusantara', 'kaltim', 'masalah', 'menteri', 'pupr', 'aku', 'kendala', 'ikn', 'iknnusantara', 'ibukotanegara', 'ibukotanusantara', 'kaltim', 'kalimantantimur', 'lahanikn', 'httpstcom2nnlspihi', 'tribunkaltim']",https://x.com/tribunkaltim/status/1786633683048493488,tribunkaltim
0,"['bangun', 'kota', 'negara', 'ikn', 'nusantara', 'upaya', 'perintah', 'usung', 'bangun', 'ekonomi', 'inklusif', 'menyebarluaskan', 'magnet', 'tumbuh', 'ekonomi', 'tumpu', 'pulau', 'jawa', 'iknnusantara', 'indonesiamaju', 'httpstcow5pfg19vpc']",https://x.com/ZelinePatricia/status/1786592747736178759,ZelinePatricia
19,"['ketua', 'ombudsman', 'ri', 'mokhammad', 'najih', 'damping', 'pjs', 'kepala', 'wakil', 'ombudsman', 'ri', 'kaltim', 'had', 'rahman', 'tinjau', 'lapang', 'bangun', 'kawasan', 'kota', 'negara', 'nusantara', 'jumat', '352024', 'ombudsmanri', 'httpstcoqjfrtuikzv']",https://x.com/OmbudsmanRI137/status/1786590207749566769,OmbudsmanRI137
1,"['kalimantan', 'timur', 'sembah', 'hadiah', 'indah', 'rakyat', 'indonesia', 'kota', 'nusantara', 'resmi', 'raya', 'hut', 'ke79', 'merdeka', 'ri', 'httpstcojebsqhwze7']",https://x.com/jari_droid/status/1786578838404899017,jari_droid
0,"['kota', 'nusantara', 'ikn', 'rancang', 'kota', 'terap', 'konsep', 'kota', 'cerdas', 'landas', 'prinsip', 'hijau', 'lanjut', 'httpstcovjtugfdsoa']",https://x.com/heralddotID/status/1786571753592119564,heralddotID
0,"['httpstcoqjkwy1aqan', 'ppu', 'personil', 'satu', 'tugas', 'operasi', 'nusantara', 'mahakam', 'polda', 'kaltim', 'laksana', 'patroli', 'kamtibmas', 'intensif', 'aman', 'titik', 'kawasan', 'kota', 'negara', 'ikn', 'sabtu', '040524', 'httpstcobqkfsgm8vc']",https://x.com/Poldakaltim/status/1786571001758970161,Poldakaltim
0,"['iknnusantaraid', 'kota', 'nusantara', 'simbol', 'bangkit', 'indonesia', 'negara', 'maju', 'modern']",https://x.com/asirwada_habibi/status/1786566519100739859,asirwada_habibi
0,"['otorita', 'kota', 'nusantara', 'ikn', 'susun', 'peta', 'jalan', 'didik', 'ikn', 'salah', 'langkah', 'ingat', 'didik', 'nasional', 'hardiknas', '2024', 'standar', 'didik', 'indonesia', 'kelas', 'dunia', '2045', 'stop', 'sok', 'ganteng', 'jepang', 'bidan', 'tulang', 'httpstco9gpa0c9ym8']",https://x.com/AswadBaihaqi/status/1786561657969443056,AswadBaihaqi
0,"['iknnusantaraid', 'kota', 'nusantara', 'modern', 'representatif', 'indonesia', 'oleh', 'prestise', 'citra', 'positif', 'mata', 'dunia']",https://x.com/fitriani_usamah/status/1786559930285342996,fitriani_usamah
0,"['iknnusantaraid', 'kota', 'nusantara', 'pusat', 'teknologi', 'inovasi', 'indonesia']",https://x.com/marni_wanarya/status/1786556509926916531,marni_wanarya
1,"['kota', 'nusantara', 'titik', 'nol', 'bongkar', 'httpstcoa1jn1rhyq7']",https://x.com/shdazs/status/1786552118247317730,shdazs
0,"['iknnusantaraid', 'kota', 'nusantara', 'bangun', 'indonesia', 'pindahibukota']",https://x.com/Liraerina/status/1786549016559550471,Liraerina
0,"['iknnusantaraid', 'pindah', 'kota', 'nusantara', 'peluang', 'warga', 'negara', 'baik', 'hidup', 'iknnusantara']",https://x.com/Gyabnera/status/1786548979603505574,Gyabnera
0,"['iknnusantaraid', 'bangun', 'kota', 'nusantara', 'harap', 'perhati', 'aspek', 'aspek', 'kota', 'modern', 'lanjut', 'iknnus']",https://x.com/Genvine2/status/1786548372004069445,Genvine2
1,"['menteri', 'pupr', 'basuki', 'hadimuljono', 'buka', 'suara', 'kabar', '2068', 'hektare', 'lahan', 'kota', 'nusantara', 'ikn', 'status', 'httpstco6tfcuztogy']",https://x.com/detikfinance/status/1786454102983012694,detikfinance
0,"['jajar', 'perintah', 'kota', 'pemkot', 'parepare', 'sempat', 'cofee', 'morning', 'jalan', 'kunjung', 'kerja', 'kota', 'nusantara', 'ikn', 'coffee', 'morning', 'aula', 'km', 'dharma', 'kartika', 'ix', 'kamis', '252024', 'httpstcovmefp3c23e']",https://x.com/pareparetrend/status/1786396342262325332,pareparetrend
1,"['dokumentasi', 'foto', 'podcast', 'with', 'letss', 'talk', 'episode', '21', 'live', 'broadcast', 'binghamton', 'new', 'york', 'as', 'perempuan', 'indonesia', 'songsong', 'indonesia', 'emas', 'dr', 'susianah', 'affandy', 'staf', 'ahli', 'inovasi', 'layan', 'mitra', 'publik', 'otorita', 'kota', 'nusantara', 'httpstcoeezufuybsf', 'httpstcoph7b4rbacf']",https://x.com/DiahiraSuny/status/1786364718870884465,DiahiraSuny
1,"['dokumentasi', 'foto', 'podcast', 'with', 'letss', 'talk', 'episode', '21', 'live', 'broadcast', 'binghamton', 'new', 'york', 'as', 'perempuan', 'indonesia', 'songsong', 'indonesia', 'emas', 'susianah', 'staf', 'ahli', 'inovasi', 'layan', 'mitra', 'publik', 'otorita', 'kota', 'nusantara', 'httpstcouduxvx9mck', 'httpstcolk1fegzn2y']",https://x.com/LetsstalkS/status/1786364311750779360,LetsstalkS
1,"['utiahmak', 'kota', 'indonesia', 'jakarta', 'kota', 'nusantara', 'pasir', 'najam']",https://x.com/MasrizalBasri/status/1786356969009467511,MasrizalBasri
2,"['menteri', 'pupr', 'basuki', 'hadimuljono', 'istri', 'kartika', 'nurani', 'pindah', 'kota', 'nusantara', 'ikn', 'kalimantan', 'timur', 'httpstcosipdbnrkx1']",https://x.com/arminsunardi/status/1786356473326678432,arminsunardi
1,"['menteri', 'panrb', 'kan', '2906', 'asn', 'talenta', 'digital', 'tempat', 'ikn', '2906', 'aparatur', 'sipil', 'negara', 'asn', 'talenta', 'bidang', 'digital', 'tempat', 'kota', 'nusantara', 'ikn', 'kalimantan', 'timur', 'httpstcokcaia2rl59', 'httpstcoei8pqonuaj']",https://x.com/tvOneNews/status/1786351304388022326,tvOneNews
1,"['konflik', 'lahan', 'ikn', 'nusantara', 'kaltim', 'masyarakat', 'sulit', 'urus', 'surat', 'tanah', 'tonton', 'megah', 'ikn', 'iknnusantara', 'ibukotanegara', 'ibukotanusantara', 'kaltim', 'kalimantantimur', 'konfliklahan', 'lahanikn', 'httpstcop7hb6cljja', 'tribunkaltim']",https://x.com/tribunkaltim/status/1786334361727738210,tribunkaltim
2,"['utiahmak', 'ibukota', 'indonesia', 'ya', 'jakarta', 'ikn', 'kota', 'nusantara']",https://x.com/DadangSodikin99/status/1786331991639769191,DadangSodikin99
0,"['dit', 'harmonisasi', 'atur', 'perundangundangan', 'i', 'penuh', 'undang', 'kepala', 'unit', 'kerja', 'hukum', 'patuh', 'oikn', 'hadir', 'rapat', 'panitia', 'menteri', 'ke2', 'susun', 'rperpres', 'bagi', 'wilayah', 'perintah', 'daerah', 'khusus', 'kota', 'nusantara', 'jumat', '03052024', 'httpstcorkeacgcuza']",https://x.com/djppkemenkumham/status/1786316436522364963,djppkemenkumham
0,"['sahabatpp', 'direktorat', 'harmonisasi', 'atur', 'perundangundangan', 'i', 'selenggara', 'rapat', 'konsinyering', 'tim', 'harmonisasi', 'rancang', 'atur', 'presiden', 'selenggara', 'cepat', 'bangun', 'kota', 'nusantara', 'ditjenpp', 'kumhamsemakinpasti', 'harmonisasipuu', 'httpstcoa6zymt2rmm']",https://x.com/djppkemenkumham/status/1786293398527426565,djppkemenkumham
0,"['meraaahputiiih', 'dukung', 'pindah', 'kota', 'nusantara', 'kurang', 'beban', 'jakarta', 'padat', 'duduk', 'macet']",https://x.com/kelin_enjaw/status/1786284278554509373,kelin_enjaw
0,"['meraaahputiiih', 'presiden', 'jokowi', 'pindah', 'kota', 'nusantara', 'cepat', 'bangun', 'infrastruktur', 'modern']",https://x.com/Alif56289543/status/1786256283471122862,Alif56289543
0,"['meraaahputiiih', 'masyarakat', 'papua', 'antusias', 'sambut', 'pindah', 'kota', 'nusantara', 'iknnusantara']",https://x.com/MaghribMenanti/status/1786256245953077458,MaghribMenanti
0,"['meraaahputiiih', 'bangun', 'kota', 'nusantara', 'akses', 'didik', 'sehat', 'fasilitas', 'dapa']",https://x.com/AliciaLessana/status/1786256245441323468,AliciaLessana
0,"['httpstcoqjkwy1aqan', 'ppu', 'personil', 'satu', 'tugas', 'operasi', 'nusantara', 'mahakam', 'polda', 'kaltim', 'laksana', 'patroli', 'kamtibmas', 'intensif', 'aman', 'titik', 'kawasan', 'kota', 'negara', 'ikn', 'httpstcokiqeqwumrc']",https://x.com/Poldakaltim/status/1786252364892320223,Poldakaltim
0,"['meraaahputiiih', 'kota', 'nusantara', 'pusat', 'budaya', 'didik', 'warga', 'nikmat', 'fasilitas', 'program', 'program', 'ibukota']",https://x.com/Gianminrea/status/1786234205929939338,Gianminrea
0,"['meraaahputiiih', 'pindah', 'kota', 'nusantara', 'bawa', 'ubah', 'positif', 'indonesia', 'pindahibukota']",https://x.com/QkiraKuraKura/status/1786228059768791110,QkiraKuraKura
0,"['meraaahputiiih', 'pindah', 'kota', 'nusantara', 'dukung', 'penuh', 'presiden', 'jokowi', 'langkah', 'konkret', 'hadap', 'ubah', 'iklim']",https://x.com/SyarifTeknik/status/1786227739349184994,SyarifTeknik
0,"['meraaahputiiih', 'kota', 'nusantara', 'pusat', 'teknologi', 'inovasi', 'indonesia', 'pindahibukota']",https://x.com/maikeljuhan/status/1786227433278169345,maikeljuhan
0,"['meraaahputiiih', 'presiden', 'jokowi', 'pindah', 'kota', 'nusantara', 'dampak', 'positif', 'tumbuh', 'ekonomi', 'bangun', 'indonesia']",https://x.com/hulwah_nidaul/status/1786218617111187901,hulwah_nidaul
0,"['meraaahputiiih', 'pindah', 'kota', 'nusantara', 'tingkat', 'kualitas', 'hidup', 'warga', 'infrastruktur', 'modern', 'pada']",https://x.com/kaifa_haraa/status/1786128276177764479,kaifa_haraa
0,"['meraaahputiiih', 'pindah', 'kota', 'nusantara', 'dorong', 'bangun', 'infrastruktur', 'jalan', 'tol', 'bandara', 'labuh']",https://x.com/ozy_suryono/status/1786111749667889628,ozy_suryono
0,"['meraaahputiiih', 'dukung', 'penuh', 'warga', 'dayak', 'pindah', 'kota', 'nusantara']",https://x.com/gamblang_winrno/status/1786108274250768405,gamblang_winrno
1,"['link', 'youtube', 'podcast', 'with', 'letss', 'talk', 'episode', '21', 'live', 'broadcast', 'binghamton', 'new', 'york', 'as', 'httpstcoeezufuybsf', 'perempuan', 'indonesia', 'songsong', 'indonesia', 'emas', 'susianah', 'staf', 'ahli', 'inovasi', 'layan', 'mitra', 'publik', 'otorita', 'kota', 'nusantara']",https://x.com/DiahiraSuny/status/1786034422107533315,DiahiraSuny
1,"['link', 'youtube', 'podcast', 'with', 'letss', 'talk', 'episode', '21', 'live', 'broadcast', 'binghamton', 'new', 'york', 'as', 'httpstcouduxvx9mck', 'perempuan', 'indonesia', 'songsong', 'indonesia', 'emas', 'susianah', 'staf', 'ahli', 'inovasi', 'layan', 'mitra', 'publik', 'otorita', 'kota', 'nusantara']",https://x.com/LetsstalkS/status/1786034356433104980,LetsstalkS
0,"['glocvyy', 'bankmandiri', 'thanks', 'bmri', 'komitmen', 'dukung', 'perintah', 'biaya', 'hijau', 'kembang', 'kota', 'negara', 'ikn', 'nusantara']",https://x.com/3_dianari/status/1786022573782012138,3_dianari
0,"['otorita', 'kota', 'nusantara', 'oikn', 'lapor', 'tingkat', 'minat', 'investor', 'asing', 'bangun', 'ikn', 'httpstcoptyzrmwxae']",https://x.com/detikfinance/status/1786009193725440364,detikfinance
1,"['potensi', 'investasi', 'ikn', 'ekonomi', 'nasional', 'indonesia', 'kini', 'tvone', 'menteri', 'investasikepala', 'badan', 'koordinasi', 'tanam', 'modal', 'bkpm', 'bahlil', 'lahadalia', 'kuliah', 'topik', 'potensi', 'investasi', 'kota', 'nusantara', 'ikn', 'dorong', 'tumbuh', 'ekonomi', 'nasional', 'httpstcodpobo1poh5']",https://x.com/tvOneNews/status/1785998206117249366,tvOneNews
2,"['ikn', 'nusantara', 'kota', 'negara', 'httpstcopgjuo7apyv']",https://x.com/Ninaninabudiman/status/1785987328194011474,Ninaninabudiman
0,"['menteri', 'pariwisata', 'ekonomi', 'kreatif', 'menparekraf', 'sandiaga', 'uno', 'ukur', 'rumah', 'menteri', 'kota', 'negara', 'ikn', 'nusantara', 'pas', 'komentar', 'lontar', 'sandi', 'ecek', 'langsung', 'kompleks', 'rumah', 'menteri', 'ikn', 'april', '2024', 'smartnews', 'httpstcogeyhdtjae3']",https://x.com/RadioSmartFM/status/1785938525205991928,RadioSmartFM
115,"['terima', 'berita', 'lg', 'microsoft', 'labur', 'indonesia', '17b', 'labur', 'malaysia', '22b', 'indo', 'sedia', '2', 'lokasi', 'samada', 'bal', 'kota', 'nusantara', 'kalimantan', 'ikn', 'sarawak', 'manfaat', 'malaysia', 'lokasi', 'pusat', 'data']",https://x.com/FaktaBukanAuta/status/1785937571442536612,FaktaBukanAuta
0,"['jabat', 'pj', 'gubernur', 'dki', 'jakarta', 'heru', 'budi', 'hartono', 'pindah', 'kota', 'jakarta', 'nusantara', 'kalimantan', 'timur', 'kabupaten', 'kuta', 'kartanegara', 'kabupaten', 'najam', 'paser', 'utara', 'tunggu', 'atur', 'presiden', 'pres', 'smartnews', 'kompascom', 'httpstcocu4rb4kyux']",https://x.com/RadioSmartFM/status/1785930975475613912,RadioSmartFM
0,"['presiden', 'jokowi', 'tandatangani', 'uu', 'dkj', 'baleg', 'dpr', 'status', 'kota', 'merta', 'langsung', 'pindah', 'ikn', 'httpstcoie7hx9cofq']",https://x.com/nusantara_kini/status/1785927896126939446,nusantara_kini
1,"['kalimantan', 'timur', '025', '2024', 'kppn', 'awards', 'tempat', 'huni', 'kerja', 'konstruksi', 'hpk', 'kota', 'nusantara', 'ikn', 'wujud', 'harga', 'satker', 'prestasi', 'kerja', 'baik', 'anggar', '2023', 'httpstcoqmjhumawed']",https://x.com/KarantinaKaltim/status/1785918642972205374,KarantinaKaltim
0,"['usaha', 'malaysia', 'jerman', 'minat', 'investasi', 'bangun', 'kota', 'nusantara', 'ikn', 'delegasi', 'negara', 'unjung', 'ikn', 'selasa', '304', 'httpstcokoezaie8uh']",https://x.com/heralddotID/status/1785918306811343256,heralddotID
0,"['industri', 'kendara', 'listrik', 'main', 'peran', 'sentral', 'bentuk', 'konsep', 'green', 'mobility', 'indonesia', 'kota', 'nusantara', 'ikn', 'dukung', 'program', 'perintah', 'capai', 'net', 'zero', 'emission', '2060', 'ikn', 'medcomid', 'httpstcoa67al7cjqy']",https://x.com/medcom_id/status/1785914617837101524,medcom_id
