Unnamed: 0,full_text,tweet_english
423,bangun ibu kota nusantara ikn kalimantan timur turut buka peluang tuju wisata baru tag reza artamevia pagiii sandaria dewi kevin minions pbsi kemendikbud srimulyani palingtop megang live my life,"building the capital of the archipelago, IKN East Kalimantan also opens up opportunities for new tourist destinations tags Reza Artamevia Pagiii Sandaria Dewi Kevin Minions PBSI Ministry of Education and Culture Srimulyani Tertop Holding Live My Life"
424,pindah ibu kota nusantara jadi salah satu program prioritas perintah jokowi kuat perata bangun indonesia,Moving the capital city of the archipelago is one of the priority programs ordered by Jokowi to be strong in building up Indonesia
425,bangun ibu kota nusantara ikn kalimantan timur turut buka peluang tuju wisata baru tag reza artamevia pagiii sandaria dewi kevin minions pbsi kemendikbud srimulyani palingtop megang live my life,"building the capital of the archipelago, IKN East Kalimantan also opens up opportunities for new tourist destinations tags Reza Artamevia Pagiii Sandaria Dewi Kevin Minions PBSI Ministry of Education and Culture Srimulyani Tertop Holding Live My Life"
426,ibu kota nusantara jadi ikon baru indonesia mata dunia,The capital city of the archipelago has become Indonesia's new icon in the eyes of the world
428,paham alas hadir ibu kota nusantara minions pbsi reza artamevia sandaria dewi laporta gus baha,understand the reason why the capital of the archipelago is present minions pbsi reza artamevia sandaria dewi laporta gus baha
429,iring rencana bangun ibu kota nusantara bangun infrastruktur fasilitas perlu daerahdaerah pencil kurang kembang,"Accompanying plans to build an Indonesian capital city, infrastructure and facilities need to be built in less developed outlying areas"
430,ibu kota nusantara jadi pusat budaya didik baru warga tempat nikmat fasilitas programprogram lebih baik,The capital city of the archipelago has become a new cultural center for educating citizens where better program facilities can be enjoyed
431,kapolda kaltim serta wakapolda kaltim tinjau bangun rusun polri ibu kota nusantara ppu kapolda kalimantan timur irjen pol dar nanang avianto waka polda kaltim brigjen pol djati wiyoto abadhy sik,East Kalimantan Regional Police Chief and East Kalimantan Deputy Regional Police Chief inspect construction of National Police Flats in the Indonesian capital PPU East Kalimantan Regional Police Chief Inspector General of Police Dar Nanang Avianto Deputy Chief of East Kalimantan Regional Police Brigadier General Djati Wiyoto Abadhy Sik
432,kapolres ppu sambut kapolda waka polda kaltim tinjau rusun polri wilayah ibu kota nusantara,PPU Police Chief welcomes East Kalimantan Deputy Police Chief to visit National Police Flats in the archipelago capital region
433,kapolres ppu sambut kapolda waka polda kaltim tinjau rusun polri wilayah ibu kota nusantara,PPU Police Chief welcomes East Kalimantan Deputy Police Chief to visit National Police Flats in the archipelago capital region
434,presiden jokowi pandang pindah ibu kota nusantara sempat besar indonesia tingkat daya saing dunia internasional,President Jokowi believes that moving the capital of the archipelago will increase Indonesia's level of international competitiveness
435,training center pssi tahap 1 ibu kota nusantara selesai bangun tag sandaria dewi minions pbsi 2ne1 kevin srimulyani palingtop pegang sanggup pagi elkan live my life,pssi training center phase 1 capital of the archipelago finished building tags sandaria goddess minions pbsi 2ne1 kevin srimulyani top hold able morning elkan live my life
436,bangun ibu kota nusantara ikn kalimantan timur turut buka peluang tuju wisata baru tag sandaria dewi minions pbsi 2ne1 kevin srimulyani palingtop pegang sanggup pagi elkan live my life,"wake up the capital of the archipelago, IKN East Kalimantan also opens up opportunities for new tourist destinations Tag Sandaria Dewi Minions PBSI 2NE1 KEvin Srimulyani Tertop Holds the Morning Elkan Live My Life"
437,beberapa proyek dapat persero maret 2024 antara proyek lanjut jalan sumbu bangsa sisi timur tahap ii ibu kota nusantara rdf plant rorotan dki jakarta,"Several projects can be obtained by March 2024, including the East Side of the Nation Axis Road Phase II project, the capital of the archipelago, RDF Plant Rorotan, DKI Jakarta"
438,menteri pariwisata ekonomi kreatif menparekraf sandiaga uno luncur program beda bedah desain kemas dukung laku umkm ibu kota nusantara ikn milik kemas produk sesuai standar,"Minister of Tourism, Creative Economy, Minister of Tourism and Creative Economy, Sandiaga Uno, launches a different program for packaging design surgery to support the behavior of MSMEs in the capital of the archipelago, IKN owned product packaging according to standards"
439,presiden ri joko widodo jokowi ajak investor singapura tanam modal kembang ibu kota nusantara ikn,"RI President Joko Widodo Jokowi invites Singaporean investors to invest in developing the archipelago's capital, IKN"
440,kapolda kaltim serta wakapolda kaltim tinjau bangun rusun polri ibu kota nusantara ppu kapolda kalimantan timur irjen pol dar nanang avianto waka polda kaltim brigjen pol djati wiyoto abadhy sik,East Kalimantan Regional Police Chief and East Kalimantan Deputy Regional Police Chief inspect construction of National Police Flats in the Indonesian capital PPU East Kalimantan Regional Police Chief Inspector General of Police Dar Nanang Avianto Deputy Chief of East Kalimantan Regional Police Brigadier General Djati Wiyoto Abadhy Sik
441,paham alas hadir ibu kota nusantara elkan kemendikbud sandaria dewi srimulyani palingtop minions,"understand the reason for the presence of the capital of the archipelago, the Ministry of Education and Culture, Sandaria Dewi Srimulyani, the most top minions"
442,kapolda kaltim serta wakapolda kaltim tinjau bangun rusun polri ibu kota nusantara ppu kapolda kalimantan timur irjen pol dar nanang avianto waka polda kaltim brigjen pol djati wiyoto abadhy sik,East Kalimantan Regional Police Chief and East Kalimantan Deputy Regional Police Chief inspect construction of National Police Flats in the Indonesian capital PPU East Kalimantan Regional Police Chief Inspector General of Police Dar Nanang Avianto Deputy Chief of East Kalimantan Regional Police Brigadier General Djati Wiyoto Abadhy Sik
443,paham alas hadir ibu kota nusantara sandaria dewi elkan indomie srimulyani palingtop kemendikbud,"understand the reason for the presence of the capital of the archipelago, Sandaria Dewi Elkan Indomie Srimulyani, the Ministry of Education and Culture"
444,kapolda kaltim serta wakapolda kaltim tinjau bangun rusun polri ibu kota nusantara ppu kapolda kalimantan timur irjen pol dar nanang avianto waka,East Kalimantan Regional Police Chief and East Kalimantan Deputy Regional Police Chief inspect construction of National Police Flats in the Indonesian capital PPU East Kalimantan Regional Police Chief Inspector General of Police Dar Nanang Avianto Waka
445,kapolres ppu sambut kapolda waka polda kaltim tinjau rusun polri wilayah ibu kota nusantara polres ppu kapolres najam paser utara akbp supriyanto sik,"PPU Police Chief welcomes Waka Regional Police Chief, East Kalimantan Regional Police inspecting the National Police Flats in the Archipelago Capital Region, PPU Police, Najam Paser Utara Police Chief AKBP Supriyanto Sik"
446,tampak perdana rumah dinas menteri pupr ibu kota nusantara,"The first view of the official residence of the Minister of Public Works, the capital of the archipelago"
447,bangun ibu kota nusantara harap laku perhati lingkung meminimalisir dampak negatif lingkung,"build the capital city of the archipelago, please be environmentally conscious and minimize negative environmental impacts"
448,harap masyarakat kaltim ibu kota nusantara malam jumat sandaria dewi gta 6 risih chips witan tan malaka sanggup tanzania,"hope the people of East Kalimantan, the capital of the archipelago, Friday night, Sandaria Dewi GTA 6, are annoyed, chips, Witan, Tan Malaka, are able, Tanzania"
449,kapolda kaltim irjen pol nanang avianto damping jumlah pju polda kaltim kapolres ppu laksana tinjau progres bangun rumah susun susun polri kawasan ibu kota nusantara ikn,East Kalimantan Regional Police Chief Inspector General of Police Nanang Avianto accompanying the number of East Kalimantan Regional Police Headquarters PPU Police Chief to review the progress of building the National Police Flats in the Indonesian capital region IKN
450,otorita ibu kota nusantara ikn ungkap sejahtera masyarakat jadi prioritas utama bangun nusantara kalimantan timur sejahtera masyarakat jadi prioritas utama bangun kota,"Indonesian capital authority IKN says community prosperity is the top priority for building the archipelago, East Kalimantan, community prosperity is the top priority for building the city"
451,daerah pasar paku lah ramai bagaimana ikn jadi yaaa instagram mitraikn facebook mitra ikn tiktok mitraikn youtube mitra ikn x mitra ikn,"the nail market area is busy, how did IKN come to be? Instagram Mitraikn Facebook Mitra IKN TikTok Mitraikn YouTube Mitra IKN x Mitra IKN"
452,ibu kota nusantara ikn digadanggadang jadi buah superhub lanjut bahkan jadi simbol identitas indonesia baru pindah ibu kota bukan perkara mudah bicara soal aparatur sipil negara abdi sana,"The capital city of the archipelago is now predicted to become a superhub and even become a symbol of Indonesian identity. Just moving the capital is not an easy matter. Talking about the state civil service, servants there."
453,menteri pupr lalu direktorat jenderal bina marga manfaat teknologi artificial intelligent ai bangun infrastruktur jalan ibu kota nusantara ikn salah satu contoh lalu guna alat automatic compactor ikn,"Minister of Public Works and Public Housing, Directorate General of Highways, Use of Artificial Intelligence AI Technology to Build Road Infrastructure in the Capital of the Indonesian Archipelago, IKN, One Example, Use of Automatic Compactor Tools, IKN"
454,ppu kapolda kaltim waka polda kaltim serta pju polda kaltim laksana kunjung kerja tinjau bangun rumah susun rusun polri letak wilayah ibu kota nusantara kamis 160524,PPU Kapolda Kaltim Waka Polda Kaltim and Pju Polda Kaltim made a work visit to inspect the building of the National Police flats located in the capital region of the archipelago Thursday 160524
456,jakarta presiden pilih prabowo subianto tegas sikap komitmen dukung melanjuntukan pindah ibu kota ibu kota nusantara ikn,Jakarta President elects Prabowo Subianto with firm stance of commitment to support continuing move to capital city of archipelago capital IKN
459,besar nilai investasi masuk kalsel sebut pengaruh ada ibu kota nusantara ikn kalimantan timur,"The large investment value in South Kalimantan said the influence of the capital of the archipelago, East Kalimantan"
460,kendara hidariogen siap lesat ibu kota nusantara,Hydrogen vehicles are ready to hit the archipelago's capital
461,sempat sama prabowo jawab jumlah tanya mulai program makan gratis hingga bangun ibu kota baru ri nusantara,"had the chance to answer a number of questions with Prabowo, starting from the free food program to building a new capital city for the Indonesian archipelago"
462,bangun ibu kota nusantara tetap penting hakhak warga adat lokal sejahtera,building the capital of the archipelago is still important for the rights of local indigenous people to prosper
463,harap masyarakat kaltim ibu kota nusantara nahan ngekos fuji butuh yunita grace natalie kamis beneran kingkong siang chips mahal,"I hope the people of East Kalimantan, the capital of the archipelago, will resist living in Fuji, they need Yunita Grace Natalie, Thursday, really Kingkong lunch chips are expensive"
464,perintah indonesia masa pimpin presiden joko widodo proses bangun ibu kota nusantara ganti jakarta ibu kota negara,Indonesian orders under President Joko Widodo's leadership process to build the capital of the archipelago to replace Jakarta as the nation's capital
465,presiden pilih prabowo subianto nilai modal utama pindah bangun ibu kota negara jakarta ibu kota nusantara ikn kalimantan timur sumber daya negeri,president elects prabowo subianto main capital value move build national capital jakarta capital of the archipelago iKN East Kalimantan state resources
467,ibu kota nusantara rdf plant rorotan dki jakarta jalan tol serang panimbang seksi 3b beberapa oleh kontrak lain anak usaha,capital city of the archipelago rdf plant rorotan dki jakarta Serang Panimbang toll road section 3b some by other contracts subsidiaries
468,paham alas hadir ibu kota nusantara grace natalie fuji ngekos indomie kevin nahan,understand the reason for attending the capital of the archipelago grace natalie fuji boarding indomie kevin nahan
469,dana ikn sempat sama prabowo tanya soal pindah ibu kota ri jakarta nusantara,"IKN funds had time to ask Prabowo about moving the capital city of the Republic of Indonesia to Jakarta, Nusantara"
471,pindah ibu kota nusantara cepat sebar bangun seluruh indonesia,moved to the capital of the archipelago quickly spread throughout Indonesia
473,pindah ibu kota nusantara wilayah sekitar alami kembang pesat,"Moving to the capital of the archipelago, the surrounding area is experiencing rapid development"
474,dampak bangun ibu kota nusantara tingkat investasi,impact of building an Indonesian capital city on investment levels
475,daftar calon pegawai sipil negara cpns buka mulai juni 2024 menteri agama kemenag ri siap 1378 formasi khusus tempat ibu kota nusantara ikn,list of candidates for national civil service CPNS open starting June 2024 Minister of Religion Ministry of Religion ready 1378 special formations for the capital of the archipelago IKN
476,pindah ibu kota nusantara dapat dukung penuh presiden jokowi upaya tingkat kualitas hidup masyarakat seluruh indonesia,Moving to the capital of the archipelago can fully support President Jokowi's efforts to level the quality of life for people throughout Indonesia
477,ibu kota nusantara bakal terap air keran langsung minum ngekos gojo indomie kevin pssi yunita,The capital city of the archipelago will use tap water directly for drinking at Gojo Indomie Kevin PSSI Yunita's boarding house
478,ibu kota nusantara serap tenaga kerja daerah sangga ngekos kevin fuji minions tempe indomie pssi,the capital city of the archipelago absorbs regional workforce to support kevin fuji minions tempe indomie pssi
480,pindah ibu kota nusantara buka akses kawasan indonesia timur lebih luas,Moving the capital city of the archipelago opens up wider access to eastern Indonesia
481,bangun ibu kota nusantara harap laku perhati aspekaspek kota modern lanjut,"When building the capital of the archipelago, please pay attention to the aspects of a modern city"
485,presiden jokowi yakin pindah ibu kota nusantara kuat tata kelola perintah lebih baik efektif indonesia,President Jokowi believes that moving the capital of the archipelago will make Indonesia's governance stronger and more effective
486,dukung pindah ibu kota nusantara wujud adil sosial seluruh masyarakat indonesia,support moving to the capital of the archipelago as a form of social justice for all Indonesian people
491,bangun ibu kota nusantara harap cepat perata bangun seluruh wilayah indonesia kurang senjang,"build the capital city of the archipelago, please quickly level the entire territory of Indonesia, there are not enough gaps"
492,moga semua beri sehat umur panjang saksi ibu kota nusantara,"May everyone give the witnesses a long and healthy life, the capital of the archipelago"
493,ibu kota nusantara dorong cepat tumbuh ekonomi nasional,The capital city of the archipelago encourages rapid growth of the national economy
494,sempat sama prabowo tanya soal pindah ibu kota ri jakarta nusantara,"Prabowo had asked about moving the capital of the Republic of Indonesia to Jakarta, the archipelago"
495,ibu kota nusantara dorong cepat bangun daerah indonesia,the capital of the archipelago encourages rapid regional development in Indonesia
496,kemenag siap 1378 formasi casn 2024 tempat ibu kota nusantara kemenag ri jadwal pindah,Ministry of Religion ready 1378 casn formations 2024 location of the capital city of the archipelago Ministry of Religion of the Republic of Indonesia schedule to move
497,presiden jokowi yakin pindah ibu kota nusantara cepat bangun infrastruktur modern indonesia,President Jokowi is confident that moving to the archipelago's capital will quickly build Indonesia's modern infrastructure
498,ikn nusantara siap 9 kawasan gerak ekonomi siap dukung ekonomi nasional daerah,IKN Nusantara is ready for 9 economic movement areas ready to support the regional national economy
499,ikn nusantara siap 9 kawasan gerak ekonomi siap dukung ekonomi nasional daerah,"IKN Nusantara is ready, 9 economic movement areas are ready to support the national and regional economy"
500,dukung warga kalimantan pindah ibu kota nusantara,support Kalimantan residents to move to the capital of the archipelago
501,presiden jokowi dukung pindah ibu kota nusantara upaya jaga langsung hidup ind,President Jokowi supports moving the archipelago's capital in an effort to keep Indonesia alive
502,presiden dukung pindah ibu kota nusantara wujud pihak perintah daerah indonesia,The president supports moving the capital of the archipelago as part of the Indonesian regional government
503,presiden jokowi yakin pindah ibu kota nusantara buka pel,President Jokowi is sure that moving the archipelago's capital will open the mop
504,ibu kota nusantara bakal terap air keran langsung minum fuji sandaria dewi ketek tempe indomie yunita,The capital city of the archipelago will use direct drinking tap water Fuji Sandaria Dewi Ketek Tempe Indomie Yunita
505,ibu kota nusantara serap tenaga kerja daerah sangga fuji sandaria dewi ketek haye tempe indomie,"The capital city of the archipelago absorbs regional labor, Sangga Fuji Sandaria Dewi Ketek Haye Tempe Indomie"
506,ibu kota nusantara bakal terap air keran langsung minum sandaria dewi fuji indomie tempe ketek long chat,the capital city of the archipelago will be tap water directly drinkable sandaria dewi fuji indomie tempeh ketek long chat
507,ibu kota nusantara serap tenaga kerja daerah sangga sandaria dewi indomie ketek long chat tempe fuji,"The capital city of the archipelago absorbs regional labor, Sangga Sandaria Dewi Indomie Ketek Long Chat Tempe Fuji"
508,halo rabu 155 kemarin kepala kantor tanah kabupaten ppu ade chandaria wijaya hadir rapat koordinasi cepat oleh tanah ibu kota nusantara kodam vimlw balikpapan,"hello Wednesday 155 yesterday the head of the PPU district land office, Ade Chandaria Wijaya, attended a quick coordination meeting by the land capital of the archipelago, Kodam Vimlw Balikpapan"
509,bangun kualitas sdm salah satu tantang kaltim pasca hadir ikn wakil ketua dpada ri mahyudin kata salah satu tantang besar kalimantan timur kaltim wilayah sangga ibu kota negara ikn nusantara bagaimana,"building the quality of human resources, one of the challenges of East Kalimantan after the presence of IKN deputy chairman Dpada RI Mahyudin said that one of the big challenges of East Kalimantan, East Kalimantan, the Sangga region, the capital of the country, IKN Archipelago, how"
510,presiden jokowi pandang pindah ibu kota nusantara sempat besar indonesia tingkat daya saing dunia internasional,President Jokowi believes that moving the capital of the archipelago will increase Indonesia's level of international competitiveness
511,ikn manfaat teknologi darione meta prekonstruksi hingga urban air mobility,iKN the benefits of technology from one meta preconstruction to urban air mobility
512,ibu kota nusantara siap gelar upacara hut ri ke79 jalur alternatif siap matang jalan,"The capital city of the archipelago is ready to hold the 79th Indonesian Independence Day ceremony, alternative routes are ready to be completed"
513,presiden ri pilih prabowo subianto tegas dukung komitmen melanjuntukan bijak bangun ibu kota nusantara ikn gagas presiden joko widodo jokowi,"The President of the Republic of Indonesia chooses Prabowo Subianto to firmly support the commitment to continue wisely building the capital of the archipelago, which is the idea of ​​President Joko Widodo Jokowi"
514,prabowo subianto tegas dukung komitmen melanjuntukan bangun ibu kota nusantara ikn bijak bangun ikn belum gagas presiden joko widodo,Prabowo Subianto firmly supports the commitment to continue building the capital of the archipelago. It's wise to build a city that hasn't been initiated by President Joko Widodo
515,summarecon bangun sekolah al azhar ikn nusantara jakarta summarecon rupa satu jumlah investor pelopor minat bangun ibu kota negara nusantara,Summarecon builds Al Azhar school IKN Nusantara Jakarta Summarecon is a number of pioneering investors interested in building the nation's capital of the archipelago
516,presiden dukung pindah ibu kota nusantara wujud pihak perintah daerah indonesia,The president supports moving the capital of the archipelago as part of the Indonesian regional government
517,mana nih mau ikn laku usaha mikro kecil tengah umkm kabupaten najam paser utara ppu kalimantan timur siap manja tamu ibu kota nusantara bagai produk oleholeh,"Where do you want to sell micro, small and medium enterprises, MSMEs, North Najam Paser Regency, East Kalimantan PPU is ready to treat guests to the capital of the archipelago as souvenir products"
518,dukung pindah ibu kota nusantara kurang beban jakarta padat duduk macet,support moving to the capital of the archipelago to reduce the burden of dense Jakarta sitting in traffic jams
519,direktur centre for budget analysis cba uchok sky khadafi sebut tunda proyek ibu kota negara ikn nusantara cukup masuk akal tunjang,"Director of the Center for Budget Analysis CBA Uchok Sky Gaddafi said postponing the national capital project, IKN Nusantara, was quite reasonable."
520,ibu kota nusantara serap tenaga kerja daerah sangga fuji haye harvey moeis parangtritis ketek penthouse,the capital city of the archipelago absorbs regional labor support fuji haye harvey moeis parangtritis ketek penthouse
521,ibu kota nusantara bakal terap air keran langsung minum fuji haye sandaria dewi harvey moeis parangtritis yunita,The capital city of the archipelago will use direct drinking tap water Fuji Haye Sandaria Dewi Harvey Moeis Parangtritis Yunita
522,antara proyek lanjut jalan sumbu bangsa sisi timur tahap ii ibu kota nusantara rdf plant rorotan dki jakarta jalan tol serang panimbang seksi 3b beberapa oleh kontrak lain anak usaha,"Among the continuing projects on the East Side of the Axis Nation Road, Phase II, the capital of the archipelago, RDF Plant Rorotan, DKI Jakarta, Serang Panimbang Toll Road, Section 3B, several other contracts, subsidiaries"
523,kemenko polhukam target bangun smart deffense system ibu kota nusantara tag harvey moeis fuji sandaria dewi yunita nahan bangun penthouse haye rabu qodari bpjs,"Coordinating Ministry for Political, Legal and Security Affairs targets to build smart defense system capital city of the archipelago tags harvey moeis fuji sandaria goddess yunita nahan builds penthouse haye wednesday qodari bpjs"
524,ikn nusantara jadi pusat gerak ekonomi baru indonesia dukung realisasi indonesia sentris lalu bijak pindah ibu kota negara,"Indonesian fish becomes the center of Indonesia's new economic movement, supports the realization of being Indonesia-centric, then moves wisely to the country's capital"
525,bangun ibu kota nusantara harap tingkat aksesibilitas konektivitas antarwilayah mudah mobilitas masyarakat,"build the capital city of the archipelago, hope that the level of accessibility of inter-regional connectivity makes it easier for people to move"
526,ibu kota nusantara langkah strategis kembang indonesia masa depan,the capital city of the archipelago strategic steps for the future development of Indonesia
527,ibu kota nusantara beri sempat daerah kembang pesat,The capital city of the archipelago has become an area of ​​rapid development
528,dukung pindah ibu kota nusantara optimal guna sumber daya alam indonesia,support moving the capital city of the archipelago to optimally utilize Indonesia's natural resources
529,ibu kota nusantara bakal terap air keran langsung minum fuji harvey moeis qodari sandaria dewi sekjen pbb bangun,The capital of the archipelago will use direct drinking tap water. Fuji Harvey Moeis Qodari Sandaria Dewi UN Secretary General wakes up
530,ibu kota nusantara serap tenaga kerja daerah sangga fuji harvey moeis penthouse qodari sekjen pbb sandaria dewi,capital city of the archipelago absorbs regional labor support fuji harvey moeis penthouse qodari UN Secretary General Sandaria Dewi
531,pindah ibu kota nusantara buka akses kawasan indonesia timur lebih luas,Moving the capital city of the archipelago opens up wider access to eastern Indonesia
532,bangun ibu kota nusantara bangun indonesia lebih maju sejahtera,"build the capital of the archipelago, build a more advanced and prosperous Indonesia"
533,iring rencana bangun ibu kota nusantara bangun infrastruktur fasilitas perlu daerahdaerah pencil kurang kembang,"Accompanying plans to build an Indonesian capital city, infrastructure and facilities need to be built in less developed outlying areas"
534,ppu personil satu tugas operasi nusantara mahakam polda kaltim laksana patroli kamtibmas intensif aman beberapa titik penting kawasan ibu kota negara ikn,"PPU personnel on one task of the Mahakam Archipelago Operation, East Kalimantan Regional Police carry out intensive security and security patrols at several important points in the region of the nation's capital, IKN"
535,properti investasi beberapa proyek dapat persero maret 2024 antara proyek lanjut jalan sumbu bangsa sisi timur tahap ii ibu kota nusantara rdf plant rorotan dki jakarta,"investment property, several projects can be carried out by Persero in March 2024, including the continuation of the Jalan Axis Bangsa East Side Phase II project, the capital of the archipelago, RDF Plant Rorotan, DKI Jakarta"
537,dukung pindah ibu kota nusantara optimal guna sumber daya alam indonesia,support moving the capital city of the archipelago to optimally utilize Indonesia's natural resources
538,presiden jokowi yakin pindah ibu kota nusantara buka peluang baru kembang ekonomi industri pariwisata indonesia,President Jokowi believes that moving to the capital of the archipelago will open up new opportunities for the economic development of Indonesia's tourism industry
540,pindah ibu kota nusantara peluang besar warga negara baik hidup,moving the capital city of the archipelago is a great opportunity for citizens to live well
541,ada bangun ibu kota nusantara tarik investasi asing domestik tingkat tumbuh ekonomi makmur masyarakat indonesia,There is a rise in the archipelago's capital attracting domestic foreign investment to the level of growth of the prosperous economy of Indonesian society
542,properti investasi beberapa proyek dapat persero maret 2024 antara proyek lanjut jalan sumbu bangsa sisi timur tahap ii ibu kota nusantara rdf plant rorotan dki jakarta jalan tol serang panimbang seksi 3b beberapa,"investment property, several projects can be carried out by Persero in March 2024, including the continuation of the East Side Axis Road Phase II project, capital of the archipelago, RDF Plant Rorotan, DKI Jakarta, Serang Panimbang Toll Road, Section 3B, several"
543,bangun gedung kola islam al azhar summarecon ibu kota nusantara tag parangtritis penthouse sunjae qodari sekjen pbb bangun bpjs dil pagi gojek prakerja butuh,build Islamic cola building al azhar summarecon capital of the archipelago tag parangtritis penthouse sunjae qodari UN secretary general build bpjs dil am gojek pre-employment needed
544,bangun gedung kola islam al azhar summarecon ibu kota nusantara tag parangtritis penthouse sunjae qodari sekjen pbb bangun bpjs dil pagi gojek prakerja butuh,build the al azhar islamic college building summarecon capital city of the archipelago tag parangtritis penthouse sunjae qodari secretary general of the un build bpjs in the morning gojek pre-employment need
545,bangun gedung kola islam al azhar summarecon ibu kota nusantara tag salma nabila dil kalo udah bangun yuk parangtritis rabu pagi soal qodari butuh sarap buat prakerja,"build the Al Azhar Islamic College Building, Summarecon, capital of the archipelago, tag Salma Nabila Dil, if you're awake, let's parangtritis Wednesday morning about Qodari, need breakfast for pre-work"
546,bangun gedung kola islam al azhar summarecon ibu kota nusantara tag parangtritis penthouse sunjae qodari sekjen pbb bangun bpjs dil pagi gojek prakerja butuh,build Islamic cola building al azhar summarecon capital of the archipelago tag parangtritis penthouse sunjae qodari UN secretary general build bpjs dil am gojek pre-employment needed
547,,Translation failed
548,video agustus dekat ikn siap,video august near ikn ready
550,pindah ibu kota nusantara peluang besar warga negara baik hidup,Moving to the capital of the archipelago is a great opportunity for good citizens to live
551,jadi kota sangga ikn kaltim balikpapan hadap krisis air ledak populasi siap lewat,"So the city of East Kalimantan, Balikpapan, facing the population explosion water crisis, is ready to pass"
552,terbarumenyambut hadir ikn tempat libur baru ibu kota nusantara,Latest welcomes the arrival of the new holiday destination in the capital of the archipelago
553,siapa nih pernah masuk rumah teknologi ikn instagram mitraikn facebook mitra ikn tiktok mitraikn youtube mitra ikn x mitra ikn,who has ever entered the technology house of IKN Instagram IKN partners Facebook IKN partners TikTok IKN partners YouTube IKN partners x IKN partners
554,topan bakal ikut tatakae ibu kota nusantara,"The typhoon will follow Tatakae, the capital city of the archipelago"
555,otorita ibu kota nusantara turut partisipasi acara canisius collese alumni day xavi ethan lucifer pendek garnacho 6 miliar hadiah gratis,Indonesian capital authority participates in Canisius College Alumni Day Xavi Ethan Lucifer Short Garnacho 6 billion free prizes
556,proses bangun ibu kota nusantara ikn nyata buat tiket terbang bagai daerah tuju balikpapan makin mahal,The process of building the archipelago's capital city is becoming increasingly expensive to fly to Balikpapan
557,komitmen prabowo lanjuntukan bangun ikn presiden ri pilih periode 20242029 prabowo subianto tegas dukung komitmen melanjuntukan bijak bangun ibu kota nusantara ikn gagas presiden joko widodo jokowi,Prabowo's commitment to continue building the RI President's IKN elects the 2024-2029 period
558,melihatlihat ikn lalu platform dunia virtual pertama indonesia,look at ikn and Indonesia's first virtual world platform
559,melihatlihat ikn lalu platform dunia virtual pertama indonesia,look at ikn and Indonesia's first virtual world platform
560,sy cinta nkri negara satu republik indonesia bukan dewa ikn ibu kota nusantara,"I love the Republic of Indonesia, the Republic of Indonesia, not God, the capital city of the archipelago"
561,kunjung sebut irjen veri laku audensi sama direktur kembang ekosistem digital tonny agus setiono fungsional ahli muda dit trantibum otorita ibu kota nusantara abdul rahman damping kepala biro rencana kemendag nur rakhman setyoko,"Visit the Inspector General to conduct an audience with the Director of Digital Ecosystem Development, Tonny Agus Setiono, Functional Young Expert, Directorate General of Trantibum, National Capital Authority, Abdul Rahman, accompanied by the Head of the Ministry of Trade's Planning Bureau, Nur Rakhman Setyoko."
562,inspektur jenderal veri anggrijono laku kunjung lapang ibu kota nusantara ikn kabupaten najam paser utara kalimantan timur rangka lihat progres bangun infrastruktur huni susun tempat asn kemendag akhir 2024,"Inspector General Veri Anggrijono made a field visit to the capital of the archipelago, IKN, North Najam Paser Regency, East Kalimantan to see the progress of building residential infrastructure for the ASN Ministry of Trade by the end of 2024"
563,ibu kota nusantara wajah baru indonesia songsong era global taka garnacho geby sosis champ pendek privat po bus arsenal lucifer,"the capital of the archipelago, the new face of Indonesia, welcoming the global era taka garnacho geby sausage champ short privat po bus arsenal lucifer"
564,ibu kota nusantara wajah baru indonesia songsong era global taka rame garnacho sosis champ old trafford privat arsenal ethan amad obnya 6 miliar hadiah gratis,"the capital of the archipelago, the new face of Indonesia, welcoming the global era taka rame garnacho sausage champ old trafford private arsenal ethan amad obnya 6 billion free gifts"
565,ibu kota nusantara wajah baru indonesia songsong era global taka rame garnacho sosis champ old trafford privat arsenal ethan amad,"the capital of the archipelago, the new face of Indonesia, welcoming the global era, taka rame garnacho sausage champ old trafford private arsenal ethan amad"
566,prabowo umbar janji hadap media asing jamin sejahtera masyarakat adat ikn kaltim lewat,Prabowo made a promise to foreign media to guarantee the prosperity of the indigenous people of East Kalimantan
567,banyak 12 lembaga masyarakat adat ibu kota nusantara ikn ada provinsi kalimantan timur kaltim laku ritual adat dayak paser,"There are many 12 traditional community institutions in the capital of the archipelago, IKN, East Kalimantan Province, East Kalimantan, carrying out Dayak Paser traditional rituals."
568,susul segmen infrastruktur gedung epcc properti investasi beberapa proyek dapat persero maret 2024 antara proyek lanjut jalan sumbu bangsa sisi timur tahap ii ibu kota nusantara rdf plant rorotan dki jakarta jalan tol serang,"following the EPCC building infrastructure segment, property investment, several projects can be carried out by March 2024, including the continuation of the East Side Axis Road Phase II project, the capital of the archipelago, RDF Plant Rorotan, DKI Jakarta, Serang Toll Road"
569,otorita ibu kota nusantara turut partisipasi acara canisius collese alumni day geby po bus smk lingga kencana depok dil obnya pendek,The Indonesian Capital Authority participated in the Canisius College Alumni Day Geby Po Bus SMK Lingga Kencana Depok Dil Obnya Short event
570,ini ibu kota nusantara masa depan bangsa ri tag scream 10 bal line geby,this is the future capital of the Indonesian archipelago. Tag scream 10 bal line geby
